order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
124,38,248,3,1854.72,0,5564.16
125,38,378,3,1621.81,20,3892.34
126,39,385,6,318.7,20,1529.76
127,40,150,7,1507.33,5,10023.74
128,40,51,9,1600.55,20,11523.96
129,40,54,10,706.34,10,6357.06
130,40,209,10,801.49,10,7213.41
131,40,124,7,1888.05,5,12555.53
132,41,337,10,191.32,10,1721.88
133,42,193,8,955.86,15,6499.85
134,42,360,4,1455.64,0,5822.56
135,42,283,7,1822.33,5,12118.49
136,42,59,8,1886.68,0,15093.44
137,43,301,1,152.86,10,137.57
138,43,418,10,1355.76,0,13557.6
139,43,313,8,86.77,10,624.74
140,43,206,10,1459.68,20,11677.44
141,44,186,3,1555.86,20,3734.06
142,44,306,2,1179.43,5,2240.92
143,44,429,10,1387.8,10,12490.2
144,44,453,5,136.01,15,578.04
145,45,446,6,291.58,15,1487.06
146,45,229,1,1429.25,5,1357.79
147,45,331,9,479.93,20,3455.5
148,45,58,1,1325.11,10,1192.6
149,46,487,2,589.34,15,1001.88
150,46,269,10,1791.61,5,17020.29
151,47,165,2,1246.99,10,2244.58
152,47,237,7,1392.56,0,9747.92
153,48,300,9,1538.52,15,11769.68
154,48,448,8,1922.63,15,13073.88
155,48,217,5,1499.21,15,6371.64
156,48,283,4,1822.33,0,7289.32
157,49,7,1,188.98,0,188.98
158,49,339,9,138.91,0,1250.19
159,49,174,6,1966.68,10,10620.07
160,49,255,5,19.73,15,83.85
161,49,332,7,1232.4,0,8626.8
162,50,37,8,1017.66,5,7734.22
163,50,16,3,1447.82,20,3474.77
164,50,184,4,1661.03,20,5315.3
165,50,379,4,1952.42,20,6247.74
166,51,376,7,617.32,0,4321.24
167,51,357,2,1984.25,0,3968.5
168,51,172,6,939.62,15,4792.06
169,52,351,4,1151.03,0,4604.12
170,52,488,4,1453.55,5,5523.49
171,52,297,1,899.33,0,899.33
172,53,264,10,1131.71,5,10751.24
173,54,133,3,86.12,15,219.61
174,54,416,2,1307.03,20,2091.25
175,54,210,8,954.61,15,6491.35
176,55,425,5,1463.51,5,6951.67
177,55,414,5,1968.64,15,8366.72
178,55,395,6,890.1,5,5073.57
179,55,377,8,172.72,10,1243.58
180,55,478,10,1174.58,5,11158.51
181,56,348,7,1067.35,15,6350.73
182,56,310,7,576.89,0,4038.23
183,56,473,4,1742.76,0,6971.04
184,56,71,4,973.3,20,3114.56
185,56,278,1,1759.91,15,1495.92
186,57,101,9,1832.07,10,14839.77
187,57,312,5,1734.2,15,7370.35
188,57,412,9,1359.45,15,10399.79
189,57,132,5,1516.96,5,7205.56
190,58,34,7,993.89,15,5913.65
191,58,330,9,882.41,5,7544.61
192,59,472,4,1453.83,20,4652.26
193,59,399,2,322.23,5,612.24
194,59,329,7,1734.01,20,9710.46
195,59,485,2,1611.09,5,3061.07
196,59,304,2,85.29,10,153.52
197,60,488,9,1453.55,15,11119.66
198,61,126,2,1445.28,5,2746.03
199,61,387,8,1577.65,0,12621.2
200,62,250,5,949.62,15,4035.89
201,62,200,10,1876.98,20,15015.84
202,62,128,6,1773.58,0,10641.48
203,63,19,3,1014.29,10,2738.58
204,63,141,2,1089.01,0,2178.02
205,63,262,4,1216.68,0,4866.72
206,63,446,9,291.58,5,2493.01
207,64,38,1,76.5,10,68.85
208,65,145,10,631.13,10,5680.17
209,66,389,5,1615.81,0,8079.05
210,66,24,1,1923.55,10,1731.19
211,66,274,9,489.89,10,3968.11
212,66,448,5,1922.63,0,9613.15
213,67,258,4,1814.62,5,6895.56
214,67,402,6,1286.55,0,7719.3
215,67,201,9,1036.87,0,9331.83
216,67,481,4,341.6,15,1161.44
217,68,482,7,1278.54,5,8502.29
218,68,428,10,1084.4,20,8675.2
219,68,467,10,486.8,20,3894.4
220,69,391,7,1564.6,15,9309.37
221,69,396,7,689.27,15,4101.16
222,70,309,10,793.8,20,6350.4
223,70,111,9,766.36,20,5517.79
224,70,105,1,330.06,20,264.05
225,71,480,7,120.91,15,719.41
226,71,391,1,1564.6,0,1564.6
227,72,126,1,1445.28,15,1228.49
228,72,370,9,1755.46,20,12639.31
229,73,241,1,1377.82,0,1377.82
230,73,455,1,575.39,0,575.39
231,73,300,7,1538.52,5,10231.16
232,73,181,1,1761.4,10,1585.26
233,73,111,3,766.36,20,1839.26
234,74,381,4,854.36,20,2733.95
235,74,51,4,1600.55,0,6402.2
236,74,64,9,944.1,0,8496.9
237,74,431,6,1905.44,0,11432.64
238,75,222,9,836.98,5,7156.18
239,75,212,6,816.57,20,3919.54
240,75,137,2,1736.9,10,3126.42
241,76,111,8,766.36,10,5517.79
242,76,232,4,124.53,20,398.5
243,76,124,9,1888.05,10,15293.21
244,76,146,6,1561.84,10,8433.94
245,76,35,7,623.26,10,3926.54
246,77,119,1,1274.38,15,1083.22
247,77,328,9,488.83,15,3739.55
248,78,491,10,155.59,0,1555.9
249,78,135,4,1605.07,10,5778.25
250,78,331,9,479.93,10,3887.43
251,78,47,2,1139.95,20,1823.92
252,79,101,4,1832.07,5,6961.87
253,79,492,5,747.92,10,3365.64
254,79,329,2,1734.01,15,2947.82
255,80,158,1,1687.88,20,1350.3
256,80,258,6,1814.62,10,9798.95
257,81,287,10,788.81,15,6704.88
258,81,60,10,85.07,5,808.16
259,81,34,7,993.89,0,6957.23
260,81,311,3,944.16,0,2832.48
261,82,103,5,525.66,20,2102.64
262,82,31,5,1434.35,20,5737.4
263,82,78,2,905.81,10,1630.46
264,82,123,4,169.62,0,678.48
265,83,382,3,349.54,15,891.33
266,83,443,5,1361.83,0,6809.15
267,83,250,2,949.62,10,1709.32
268,84,370,5,1755.46,0,8777.3
269,84,359,9,285.11,20,2052.79
270,84,382,6,349.54,10,1887.52
271,85,445,2,1121.11,5,2130.11
272,85,418,5,1355.76,20,5423.04
273,85,207,9,1275.81,10,10334.06
274,86,144,1,18.18,0,18.18
275,86,170,4,1497.17,15,5090.38
276,86,278,3,1759.91,10,4751.76
277,86,165,6,1246.99,5,7107.84
278,86,305,3,1431.77,20,3436.25
279,87,484,5,352.13,0,1760.65
280,87,45,8,676.73,10,4872.46
281,88,287,6,788.81,0,4732.86
282,88,223,4,373.46,10,1344.46
283,89,95,5,876.51,10,3944.3
284,89,491,7,155.59,5,1034.67
285,89,82,7,1419.84,10,8944.99
286,89,479,10,335.7,15,2853.45
287,90,182,7,1197.65,10,7545.2
288,90,189,2,215.25,10,387.45
289,90,302,4,303.69,0,1214.76
290,90,341,4,831.82,20,2661.82
291,91,413,9,1170.47,15,8954.1
292,91,35,9,623.26,15,4767.94
293,91,316,8,726.27,20,4648.13
294,91,36,8,1446.58,5,10994.01
295,92,317,8,192.47,10,1385.78
296,92,151,1,1841.2,10,1657.08
297,92,351,9,1151.03,15,8805.38
298,93,89,10,1555.84,10,14002.56
299,93,37,2,1017.66,5,1933.55
300,93,496,10,296.21,20,2369.68
301,93,319,5,374.53,5,1779.02
302,93,440,9,1586.56,10,12851.14
303,94,91,1,343.2,0,343.2
304,94,191,9,261.14,5,2232.75
305,94,417,9,333.81,20,2403.43
306,94,163,7,487.37,5,3241.01
307,95,62,5,1072.99,20,4291.96
308,95,405,1,1992.06,20,1593.65
309,95,323,3,459.08,5,1308.38
310,96,380,10,1114.47,0,11144.7
311,96,346,2,952.18,15,1618.71
312,96,402,6,1286.55,5,7333.33
313,96,12,6,657.19,10,3548.83
314,96,490,1,1869.92,20,1495.94
315,97,472,7,1453.83,15,8650.29
316,97,199,8,202.31,10,1456.63
317,97,403,5,153.47,0,767.35
318,97,110,2,222.19,5,422.16
319,98,254,9,1763.93,15,13494.06
320,98,279,4,326.03,20,1043.3
321,99,323,9,459.08,20,3305.38
322,99,306,3,1179.43,10,3184.46
323,99,285,5,1677.42,20,6709.68
324,100,482,2,1278.54,15,2173.52
325,100,475,8,1129.53,10,8132.62
326,100,91,5,343.2,5,1630.2
327,100,69,1,1155.61,15,982.27
328,100,215,9,905.65,5,7743.31
329,101,193,2,955.86,10,1720.55
330,101,30,7,442.11,20,2475.82
331,102,44,2,1255.5,10,2259.9
332,102,189,10,215.25,20,1722.0
333,103,217,9,1499.21,5,12818.25
334,103,261,7,1900.12,0,13300.84
335,103,204,2,1360.89,20,2177.42
336,103,43,1,1901.79,15,1616.52
337,104,233,10,164.3,15,1396.55
338,104,263,8,70.09,10,504.65
339,105,290,1,1651.41,20,1321.13
340,106,179,2,1506.0,10,2710.8
341,106,257,1,1269.32,20,1015.46
342,106,61,1,1578.88,0,1578.88
343,107,230,4,1898.79,20,6076.13
344,107,41,5,1675.16,0,8375.8
345,108,93,5,1171.14,10,5270.13
346,108,210,9,954.61,0,8591.49
347,108,394,3,1909.29,5,5441.48
348,108,361,4,171.53,20,548.9
349,109,277,3,1137.57,10,3071.44
350,109,323,10,459.08,10,4131.72
351,110,37,6,1017.66,10,5495.36
352,110,87,3,1441.49,10,3892.02
353,110,126,5,1445.28,20,5781.12
354,110,446,5,291.58,10,1312.11
355,110,22,2,146.76,10,264.17
356,111,391,2,1564.6,20,2503.36
357,111,178,5,1728.78,20,6915.12
358,111,204,5,1360.89,20,5443.56
359,112,24,5,1923.55,20,7694.2
360,113,161,1,336.53,5,319.7
361,113,498,9,498.2,10,4035.42
362,114,396,6,689.27,20,3308.5
363,114,194,8,631.85,10,4549.32
364,114,261,2,1900.12,5,3610.23
365,114,394,10,1909.29,0,19092.9
366,115,425,2,1463.51,5,2780.67
367,115,382,8,349.54,20,2237.06
368,115,181,10,1761.4,10,15852.6
369,115,449,4,811.99,20,2598.37
370,115,419,2,642.36,5,1220.48
371,116,450,1,315.46,15,268.14
372,116,193,10,955.86,5,9080.67
373,116,284,4,266.72,20,853.5
374,116,97,5,980.97,20,3923.88
375,117,20,1,1319.71,0,1319.71
376,118,386,6,1837.39,15,9370.69
377,118,353,5,1282.68,5,6092.73
378,119,208,1,604.73,0,604.73
379,119,297,10,899.33,0,8993.3
380,120,400,8,294.37,15,2001.72
381,121,336,8,1769.49,5,13448.12
382,121,345,2,1978.55,0,3957.1
383,121,331,4,479.93,5,1823.73
384,122,306,8,1179.43,10,8491.9
385,122,298,2,1467.94,10,2642.29
386,123,499,9,1031.1,15,7887.91
387,123,395,10,890.1,0,8901.0
388,123,415,4,1974.19,0,7896.76
389,123,72,5,746.15,0,3730.75
390,123,190,2,1601.79,0,3203.58
391,124,59,6,1886.68,0,11320.08
392,124,396,3,689.27,5,1964.42
393,124,460,8,1679.81,5,12766.56
394,124,312,7,1734.2,10,10925.46
395,125,302,5,303.69,15,1290.68
396,126,216,8,558.54,10,4021.49
397,127,441,2,923.9,10,1663.02
398,127,138,5,1878.35,5,8922.16
399,127,497,1,96.39,15,81.93
400,128,296,1,1291.69,5,1227.11
401,128,161,9,336.53,10,2725.89
402,128,413,8,1170.47,15,7959.2
403,129,222,7,836.98,20,4687.09
404,129,44,2,1255.5,5,2385.45
405,129,302,4,303.69,0,1214.76
406,129,498,3,498.2,5,1419.87
407,130,385,5,318.7,0,1593.5
408,130,58,8,1325.11,10,9540.79
409,131,284,4,266.72,5,1013.54
410,131,204,3,1360.89,5,3878.54
411,131,104,6,1161.65,5,6621.41
412,132,48,9,1087.91,5,9301.63
413,132,346,3,952.18,5,2713.71
414,132,176,2,1289.96,0,2579.92
415,132,374,1,391.61,10,352.45
416,133,264,5,1131.71,10,5092.7
417,133,174,3,1966.68,5,5605.04
418,133,133,3,86.12,20,206.69
419,134,34,10,993.89,20,7951.12
420,134,349,9,947.77,5,8103.43
421,135,439,9,270.73,5,2314.74
422,135,425,2,1463.51,20,2341.62
423,135,11,4,740.54,0,2962.16
424,135,185,2,225.13,15,382.72
425,136,418,5,1355.76,5,6439.86
426,136,210,6,954.61,10,5154.89
427,136,218,7,1107.76,20,6203.46
428,137,25,2,1494.71,0,2989.42
429,137,313,6,86.77,10,468.56
430,137,431,9,1905.44,0,17148.96
431,137,496,9,296.21,15,2266.01
432,138,18,7,323.72,20,1812.83
433,138,195,8,1669.28,5,12686.53
434,139,31,6,1434.35,10,7745.49
435,139,116,3,761.02,10,2054.75
436,139,149,3,997.4,20,2393.76
437,139,337,5,191.32,5,908.77
438,140,203,10,651.18,10,5860.62
439,141,73,4,1979.95,0,7919.8
440,141,466,9,995.91,15,7618.71
441,141,379,7,1952.42,10,12300.25
442,141,226,1,13.38,5,12.71
443,142,219,4,1223.77,10,4405.57
444,142,289,6,1557.75,5,8879.17
445,142,60,3,85.07,0,255.21
446,143,196,6,1771.74,10,9567.4
447,143,47,5,1139.95,5,5414.76
448,144,390,1,18.87,5,17.93
449,144,337,7,191.32,10,1205.32
450,144,339,3,138.91,20,333.38
451,144,22,6,146.76,15,748.48
452,145,414,1,1968.64,5,1870.21
453,145,101,2,1832.07,5,3480.93
454,146,453,4,136.01,20,435.23
455,146,24,5,1923.55,10,8655.98
456,146,316,7,726.27,10,4575.5
457,146,61,7,1578.88,10,9946.94
458,146,297,7,899.33,0,6295.31
459,147,30,3,442.11,20,1061.06
460,148,340,9,424.39,0,3819.51
461,148,437,10,1822.84,5,17316.98
462,148,288,10,606.76,20,4854.08
463,149,373,3,319.35,0,958.05
464,149,90,10,187.64,10,1688.76
465,149,231,7,164.72,15,980.08
466,150,472,5,1453.83,15,6178.78
467,151,127,1,1406.82,20,1125.46
468,151,238,9,570.77,10,4623.24
469,151,183,1,1737.7,10,1563.93
470,152,237,5,1392.56,10,6266.52
471,152,105,5,330.06,0,1650.3
472,152,391,2,1564.6,0,3129.2
473,153,171,10,1444.19,10,12997.71
474,153,146,5,1561.84,5,7418.74
475,153,267,1,263.17,10,236.85
476,153,5,1,1066.77,0,1066.77
477,153,348,6,1067.35,10,5763.69
478,154,51,2,1600.55,20,2560.88
479,154,4,7,1254.13,20,7023.13
480,154,491,3,155.59,5,443.43
481,155,12,3,657.19,10,1774.41
482,155,471,9,780.97,10,6325.86
483,156,272,4,1140.6,20,3649.92
484,156,168,10,1586.15,20,12689.2
485,156,244,6,1503.56,20,7217.09
486,157,485,8,1611.09,20,10310.98
487,157,73,6,1979.95,10,10691.73
488,157,173,6,1309.81,15,6680.03
489,158,451,5,735.14,0,3675.7
490,159,45,1,676.73,10,609.06
491,159,471,10,780.97,10,7028.73
492,159,167,1,1773.29,10,1595.96
493,159,206,1,1459.68,15,1240.73
494,159,112,6,983.55,0,5901.3
495,160,288,6,606.76,0,3640.56
496,160,442,4,1798.68,0,7194.72
497,160,393,7,706.52,0,4945.64
498,161,17,1,1889.41,10,1700.47
499,161,164,5,5.24,10,23.58
500,162,301,1,152.86,15,129.93
501,162,113,4,730.25,20,2336.8
502,162,217,2,1499.21,0,2998.42
503,162,238,5,570.77,5,2711.16
504,162,478,4,1174.58,5,4463.4
505,163,74,5,1837.01,15,7807.29
506,163,271,9,1231.4,0,11082.6
507,163,336,6,1769.49,20,8493.55
508,164,224,10,1330.03,10,11970.27
509,164,448,8,1922.63,0,15381.04
510,164,106,9,1631.81,15,12483.35
511,164,443,7,1361.83,0,9532.81
512,164,25,9,1494.71,10,12107.15
513,165,294,5,1250.57,15,5314.92
514,165,291,5,1997.04,10,8986.68
515,165,363,5,732.18,20,2928.72
516,166,377,1,172.72,15,146.81
517,166,321,9,149.0,15,1139.85
518,167,204,3,1360.89,20,3266.14
519,167,85,10,955.5,15,8121.75
520,167,118,9,1880.58,0,16925.22
521,168,295,5,1054.79,5,5010.25
522,168,68,10,1003.38,15,8528.73
523,169,470,2,1427.34,10,2569.21
524,169,258,5,1814.62,20,7258.48
525,169,343,4,1011.78,5,3844.76
526,169,42,1,1227.2,10,1104.48
527,169,232,5,124.53,10,560.38
528,170,193,3,955.86,5,2724.2
529,171,250,6,949.62,15,4843.06
530,171,377,5,172.72,20,690.88
531,171,165,9,1246.99,0,11222.91
532,171,117,5,117.86,10,530.37
533,171,91,2,343.2,0,686.4
534,172,219,2,1223.77,10,2202.79
535,173,411,9,579.91,0,5219.19
536,174,406,3,320.6,10,865.62
537,174,175,9,1894.26,10,15343.51
538,175,39,7,1325.21,20,7421.18
539,175,122,6,1626.29,15,8294.08
540,176,465,5,1963.77,0,9818.85
541,176,453,8,136.01,15,924.87
542,176,308,1,1628.59,5,1547.16
543,176,287,4,788.81,20,2524.19
544,176,196,8,1771.74,0,14173.92
545,177,474,3,276.46,5,787.91
546,177,405,2,1992.06,0,3984.12
547,177,347,4,1882.84,20,6025.09
548,177,180,4,769.94,15,2617.8
549,177,359,1,285.11,5,270.85
550,178,147,10,1034.13,10,9307.17
551,178,435,8,378.01,5,2872.88
552,179,378,8,1621.81,15,11028.31
553,179,342,3,195.71,10,528.42
554,179,89,7,1555.84,5,10346.34
555,179,379,7,1952.42,5,12983.59
556,180,396,6,689.27,5,3928.84
557,180,272,2,1140.6,5,2167.14
558,180,383,7,894.66,20,5010.1
559,180,218,4,1107.76,15,3766.38
560,181,291,1,1997.04,10,1797.34
561,181,322,6,1169.84,10,6317.14
562,181,102,2,535.23,0,1070.46
563,182,382,8,349.54,20,2237.06
564,182,396,2,689.27,15,1171.76
565,183,387,6,1577.65,20,7572.72
566,184,356,10,326.62,10,2939.58
567,185,58,2,1325.11,10,2385.2
568,185,148,10,447.49,15,3803.66
569,185,488,9,1453.55,0,13081.95
570,185,135,7,1605.07,20,8988.39
571,185,216,1,558.54,20,446.83
572,186,307,8,410.13,5,3116.99
573,187,310,4,576.89,20,1846.05
574,187,158,7,1687.88,0,11815.16
575,187,132,5,1516.96,15,6447.08
576,187,40,6,93.82,5,534.77
577,187,96,6,1916.16,20,9197.57
578,188,392,1,1208.74,5,1148.3
579,188,141,10,1089.01,0,10890.1
580,188,261,6,1900.12,5,10830.68
581,189,40,10,93.82,10,844.38
582,189,457,7,157.88,0,1105.16
583,189,405,1,1992.06,5,1892.46
584,189,16,3,1447.82,20,3474.77
585,190,71,3,973.3,5,2773.9
586,191,174,10,1966.68,5,18683.46
587,191,319,5,374.53,10,1685.38
588,191,155,6,600.19,20,2880.91
589,191,274,10,489.89,10,4409.01
590,192,73,6,1979.95,5,11285.72
591,192,311,7,944.16,5,6278.66
592,192,444,4,812.94,10,2926.58
593,192,395,9,890.1,15,6809.27
594,192,190,10,1601.79,5,15217.0
595,193,212,6,816.57,20,3919.54
596,193,417,4,333.81,0,1335.24
597,194,122,1,1626.29,10,1463.66
598,194,138,4,1878.35,15,6386.39
599,195,405,1,1992.06,20,1593.65
600,195,211,4,192.34,10,692.42
601,195,311,10,944.16,20,7553.28
602,195,494,2,1111.82,20,1778.91
603,195,12,9,657.19,20,4731.77
604,196,448,5,1922.63,15,8171.18
605,196,310,10,576.89,5,5480.45
606,196,198,7,261.49,15,1555.87
607,196,355,6,1801.77,0,10810.62
608,197,71,10,973.3,15,8273.05
609,197,480,9,120.91,20,870.55
610,197,135,10,1605.07,15,13643.09
611,197,425,1,1463.51,20,1170.81
612,197,228,2,1384.6,5,2630.74
613,198,414,9,1968.64,5,16831.87
614,199,143,2,1085.6,10,1954.08
615,199,428,3,1084.4,20,2602.56
616,199,241,9,1377.82,10,11160.34
617,199,151,1,1841.2,0,1841.2
618,199,450,2,315.46,10,567.83
619,200,321,4,149.0,15,506.6
620,200,24,8,1923.55,0,15388.4
621,200,66,2,1426.2,0,2852.4
622,200,121,2,773.12,5,1468.93
623,201,475,9,1129.53,0,10165.77
624,202,424,8,1074.36,0,8594.88
625,202,306,3,1179.43,15,3007.55
626,202,425,7,1463.51,0,10244.57
627,202,76,6,1027.75,0,6166.5
628,203,16,2,1447.82,0,2895.64
629,203,324,2,733.38,0,1466.76
630,203,153,5,643.2,0,3216.0
631,204,226,7,13.38,15,79.61
632,204,136,9,1543.78,5,13199.32
633,205,322,2,1169.84,15,1988.73
634,205,451,6,735.14,20,3528.67
635,205,496,10,296.21,10,2665.89
636,205,352,7,678.95,15,4039.75
637,206,485,9,1611.09,10,13049.83
638,206,132,4,1516.96,15,5157.66
639,206,44,10,1255.5,5,11927.25
640,207,378,10,1621.81,20,12974.48
641,208,3,4,1003.07,15,3410.44
642,209,293,8,1009.47,20,6460.61
643,209,319,10,374.53,0,3745.3
644,210,135,8,1605.07,20,10272.45
645,211,298,2,1467.94,15,2495.5
646,211,356,4,326.62,5,1241.16
647,212,275,5,777.94,20,3111.76
648,212,23,9,1041.89,0,9377.01
649,213,256,3,1890.49,20,4537.18
650,214,159,5,673.99,20,2695.96
651,214,8,4,1958.73,5,7443.17
652,215,442,5,1798.68,20,7194.72
653,215,179,7,1506.0,0,10542.0
654,215,47,9,1139.95,20,8207.64
655,215,288,7,606.76,15,3610.22
656,215,395,6,890.1,5,5073.57
657,216,228,10,1384.6,20,11076.8
658,216,408,6,8.24,20,39.55
659,216,349,9,947.77,10,7676.94
660,217,469,5,1780.99,20,7123.96
661,217,375,1,1516.85,0,1516.85
662,217,191,6,261.14,0,1566.84
663,217,439,2,270.73,0,541.46
664,218,194,6,631.85,20,3032.88
665,218,30,8,442.11,10,3183.19
666,218,151,10,1841.2,20,14729.6
667,218,175,8,1894.26,15,12880.97
668,219,397,4,901.83,0,3607.32
669,219,414,10,1968.64,10,17717.76
670,220,166,10,501.14,20,4009.12
671,220,33,9,1635.02,10,13243.66
672,220,78,10,905.81,5,8605.19
673,220,152,5,962.85,5,4573.54
674,220,350,6,404.35,15,2062.19
675,221,410,6,1678.97,0,10073.82
676,221,328,10,488.83,10,4399.47
677,221,159,3,673.99,15,1718.67
678,221,474,3,276.46,15,704.97
679,222,194,3,631.85,0,1895.55
680,222,204,6,1360.89,5,7757.07
681,223,53,1,689.48,10,620.53
682,223,14,6,473.49,0,2840.94
683,223,70,10,1958.35,10,17625.15
684,224,471,7,780.97,5,5193.45
685,224,164,2,5.24,0,10.48
686,224,168,1,1586.15,20,1268.92
687,224,383,5,894.66,20,3578.64
688,224,145,1,631.13,15,536.46
689,225,153,1,643.2,15,546.72
690,225,269,9,1791.61,10,14512.04
691,225,113,9,730.25,5,6243.64
692,226,186,1,1555.86,15,1322.48
693,226,118,10,1880.58,15,15984.93
694,227,116,4,761.02,20,2435.26
695,227,379,10,1952.42,0,19524.2
696,227,238,10,570.77,5,5422.31
697,228,32,4,1392.28,10,5012.21
698,228,291,9,1997.04,15,15277.36
699,228,369,5,1191.23,15,5062.73
700,229,353,6,1282.68,15,6541.67
701,229,423,2,1390.22,20,2224.35
702,229,19,6,1014.29,5,5781.45
703,229,79,8,742.82,15,5051.18
704,229,345,8,1978.55,10,14245.56
705,230,325,8,609.05,15,4141.54
706,231,494,6,1111.82,5,6337.37
707,231,307,10,410.13,0,4101.3
708,232,466,6,995.91,20,4780.37
709,232,108,3,1686.43,0,5059.29
710,233,72,8,746.15,20,4775.36
711,234,33,9,1635.02,20,11772.14
712,234,180,5,769.94,10,3464.73
713,234,195,5,1669.28,20,6677.12
714,234,297,8,899.33,15,6115.44
715,235,413,4,1170.47,20,3745.5
716,236,411,7,579.91,5,3856.4
717,236,208,5,604.73,5,2872.47
718,236,79,4,742.82,15,2525.59
